Model,CalculationLevel,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,IsSchool,IsSchoolCalculationUnit,CalculationUnitType,CalculationUnitName,CalculationUnitSequence,SchoolCalculationUnitCount,OperationalEnrollmentBasis,CharterBuildingPolicy,FundingSection,Component,RateComponent,QuantityType,SourceField,Rule,RawInputValue,AppliedFactor,FundingQuantity,CalculationStatus,CalculationComplete
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,TRUE,TRUE,School-code record,Heritage Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,60,0.11904761904761904,7.142857142857142,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,TRUE,TRUE,School-code record,Heritage Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",43.45843169176502,0.2,8.691686338353005,Calculated from school calculation-unit Base Division I positions,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,TRUE,TRUE,School-code record,Heritage Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per school code,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,TRUE,TRUE,School-code record,Heritage Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",0,1,0,Provided by shared unit-count input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,TRUE,TRUE,School-code record,Heritage Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",0,1,0,Provided by shared unit-count input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,TRUE,FALSE,Official school/program record,Heritage Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,60,0.48,28.799999999999997,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,TRUE,FALSE,Official school/program record,Heritage Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,29,1.54,44.660000000000004,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,TRUE,FALSE,Official school/program record,Heritage Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,486,0.2,97.2,Calculated using total enrollment,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,TRUE,FALSE,Official school/program record,Heritage Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Intensive Special Education,Operational Funding - Intensive Special Education,Weighted student,EnrollmentIntense,Intensive enrollment multiplied by 0.67.,21,0.67,14.07,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,TRUE,FALSE,Official school/program record,Heritage Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Low Income,Operational Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,85,0.675,57.37500000000001,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,TRUE,FALSE,Official school/program record,Heritage Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Multilingual Learner,Operational Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,23,0.47,10.809999999999999,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,TRUE,FALSE,Official school/program record,Heritage Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Vocational,Operational Funding - Vocational,Weighted student,VocationalEnrollment,Calculator vocational enrollment multiplied by 0.20.,0,0.2,0,Calculator school row,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,TRUE,FALSE,Official school/program record,Heritage Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Low Income,Opportunity Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,85,0.675,57.37500000000001,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,242,Heritage Elementary School,TRUE,FALSE,Official school/program record,Heritage Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Multilingual Learner,Opportunity Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,23,0.47,10.809999999999999,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,TRUE,School-code record,Johnson (Joseph E. Jr) Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,21.805681725681723,,2,Calculated using threshold formula,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,TRUE,School-code record,Johnson (Joseph E. Jr) Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",22.805681725681723,,0,Calculated using threshold formula,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,TRUE,School-code record,Johnson (Joseph E. Jr) Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,58,0.05,2.9,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,TRUE,School-code record,Johnson (Joseph E. Jr) Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,5,0.3846153846153846,1.923076923076923,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,TRUE,School-code record,Johnson (Joseph E. Jr) Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,8,0.16666666666666666,1.3333333333333333,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,TRUE,School-code record,Johnson (Joseph E. Jr) Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,131,0.0617283950617284,8.08641975308642,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,TRUE,School-code record,Johnson (Joseph E. Jr) Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,26,0.11904761904761904,3.095238095238095,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,TRUE,School-code record,Johnson (Joseph E. Jr) Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",17.33806810473477,0.2,3.4676136209469544,Calculated from school calculation-unit Base Division I positions,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,TRUE,School-code record,Johnson (Joseph E. Jr) Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per school code,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,TRUE,School-code record,Johnson (Joseph E. Jr) Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",0,1,0,Provided by shared unit-count input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,TRUE,School-code record,Johnson (Joseph E. Jr) Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",0,1,0,Provided by shared unit-count input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,FALSE,Official school/program record,Johnson (Joseph E. Jr) Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,26,0.48,12.48,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,FALSE,Official school/program record,Johnson (Joseph E. Jr) Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,5,1.54,7.7,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,FALSE,Official school/program record,Johnson (Joseph E. Jr) Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,228,0.2,45.6,Calculated using total enrollment,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,FALSE,Official school/program record,Johnson (Joseph E. Jr) Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Intensive Special Education,Operational Funding - Intensive Special Education,Weighted student,EnrollmentIntense,Intensive enrollment multiplied by 0.67.,8,0.67,5.36,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,FALSE,Official school/program record,Johnson (Joseph E. Jr) Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Low Income,Operational Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,167,0.675,112.72500000000001,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,FALSE,Official school/program record,Johnson (Joseph E. Jr) Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Multilingual Learner,Operational Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,11,0.47,5.17,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,FALSE,Official school/program record,Johnson (Joseph E. Jr) Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Vocational,Operational Funding - Vocational,Weighted student,VocationalEnrollment,Calculator vocational enrollment multiplied by 0.20.,0,0.2,0,Calculator school row,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,FALSE,Official school/program record,Johnson (Joseph E. Jr) Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Low Income,Opportunity Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,167,0.675,112.72500000000001,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,244,Johnson (Joseph E. Jr) Elementary School,TRUE,FALSE,Official school/program record,Johnson (Joseph E. Jr) Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Multilingual Learner,Opportunity Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,11,0.47,5.17,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,TRUE,School-code record,Lewis (William C.) Dual Language Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,34.523003663003664,,3,Calculated using threshold formula,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,TRUE,School-code record,Lewis (William C.) Dual Language Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",36.523003663003664,,1,Calculated using threshold formula,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,TRUE,School-code record,Lewis (William C.) Dual Language Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,81,0.05,4.05,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,TRUE,School-code record,Lewis (William C.) Dual Language Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,10,0.3846153846153846,3.846153846153846,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,TRUE,School-code record,Lewis (William C.) Dual Language Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,10,0.16666666666666666,1.6666666666666667,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,TRUE,School-code record,Lewis (William C.) Dual Language Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,207,0.0617283950617284,12.777777777777779,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,TRUE,School-code record,Lewis (William C.) Dual Language Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,47,0.11904761904761904,5.595238095238095,Calculated from shared school-code input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,TRUE,School-code record,Lewis (William C.) Dual Language Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",27.93583638583639,0.2,5.5871672771672785,Calculated from school calculation-unit Base Division I positions,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,TRUE,School-code record,Lewis (William C.) Dual Language Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per school code,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,TRUE,School-code record,Lewis (William C.) Dual Language Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",0,1,0,Provided by shared unit-count input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,TRUE,School-code record,Lewis (William C.) Dual Language Elementary School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",0,1,0,Provided by shared unit-count input,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,FALSE,Official school/program record,Lewis (William C.) Dual Language Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,47,0.48,22.56,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,FALSE,Official school/program record,Lewis (William C.) Dual Language Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,10,1.54,15.4,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,FALSE,Official school/program record,Lewis (William C.) Dual Language Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,355,0.2,71,Calculated using total enrollment,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,FALSE,Official school/program record,Lewis (William C.) Dual Language Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Intensive Special Education,Operational Funding - Intensive Special Education,Weighted student,EnrollmentIntense,Intensive enrollment multiplied by 0.67.,10,0.67,6.7,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,FALSE,Official school/program record,Lewis (William C.) Dual Language Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Low Income,Operational Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,175,0.675,118.12500000000001,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,FALSE,Official school/program record,Lewis (William C.) Dual Language Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Multilingual Learner,Operational Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,126,0.47,59.22,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,FALSE,Official school/program record,Lewis (William C.) Dual Language Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Vocational,Operational Funding - Vocational,Weighted student,VocationalEnrollment,Calculator vocational enrollment multiplied by 0.20.,0,0.2,0,Calculator school row,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,FALSE,Official school/program record,Lewis (William C.) Dual Language Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Low Income,Opportunity Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,175,0.675,118.12500000000001,Calculated from official shared school/charter total,TRUE
Proposed model,School,2026,2025-09-30,32,Red Clay Consolidated School District,District,TRUE,246,Lewis (William C.) Dual Language Elementary School,TRUE,FALSE,Official school/program record,Lewis (William C.) Dual Language Elementary School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Multilingual Learner,Opportunity Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,126,0.47,59.22,Calculated from official shared school/charter total,TRUE
