RecordType,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,ModelMatchStatus,CurrentConfirmedFundingAmount,CurrentMappedFundingAmount,CurrentAssumptionFundingAmount,CurrentModelFundingAmount,CurrentComponentsMissingInput,CurrentRowsMissingInput,CurrentComponentsMissingRate,CurrentRowsMissingRate,ProposedCalculationUnitCount,ProposedPrincipalPositions,OperationalEnrollmentBasis,CharterBuildingPolicy,ProposedBaseFundingAmount,ProposedCentralOfficeFundingAmount,ProposedPositionBasedFundingAmount,ProposedComponentsMissingInput,ProposedRowsMissingInput,ProposedComponentsMissingRate,ProposedRowsMissingRate,PositionBasedComparisonBasis,FullModelComparisonBasis,CurrentModelComplete,ProposedModelComplete,ComparisonComplete,ComparisonStatus,ComparisonInterpretation,ProposedOpportunityFundingAmount,ProposedOperationalFundingAmount,IsSchool,Enrollment,LI,MLL,K8Enrollment,Grade10Enrollment,ProposedWeightedFundingAmount,ProposedModelFundingAmount,PositionBasedFundingDifference,PreliminaryPositionBasedPercentDifference,PositionBasedPercentDifference,FullModelFundingDifference,PreliminaryFullModelPercentDifference,FullModelPercentDifference,ReportPositionBasedPercentDifference,ReportGrossFullModelPercentDifference,PositionBasedDirection,GrossFullModelDirection,CurrentModeledFundingPerStudent,ProposedPositionBasedFundingPerStudent,ProposedWeightedFundingPerStudent,ProposedFullModelFundingPerStudent,AdjustedReportingScope,ExcludedLEA,WeightedPoolTreatment
School,2026,2025-09-30,33,Christina School District,District,TRUE,314,Jones (Albert H.) Elementary School,Matched,2728829.3,142511.33,316112.94,3187453.57,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3370701.11,0,3370701.11,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,527119.3251522095,690618.3280145527,TRUE,322,134,34,322,0,1217737.653166762,4588438.763166762,183247.54000000004,5.749026173265954,,1400985.1931667621,43.95311688153507,,5.749026173265954,43.95311688153507,Increase,Increase,9898.924130434782,10468.015869565217,3781.7939539340437,14249.809823499261,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,321,Keene (William B.) Elementary School,Matched,3594101.45,185956.56,440762.42,4220820.42,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4387257.8,0,4387257.8,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,554458.4088207257,829444.5819692491,TRUE,419,138,40,419,0,1383902.9907899748,5771160.790789975,166437.3799999999,3.943247128244321,,1550340.370789975,36.73078256169863,,3.943247128244321,36.73078256169863,Increase,Increase,10073.55708830549,10470.782338902147,3302.87109973741,13773.653438639558,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,374,Kirk (George V.) Middle School,Matched,4574882.45,317160.06,591511.11,5483553.61,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5722374.27,0,5722374.27,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,846471.5198887918,1238507.1334533775,TRUE,566,178,108,566,0,2084978.6533421692,7807352.923342168,238820.65999999922,4.355217017746986,,2323799.313342168,42.37761638920437,,4.355217017746986,42.37761638920437,Increase,Increase,9688.2572614841,10110.201890459362,3683.707868095705,13793.909758555068,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,322,Leasure (May B.) Elementary School,Matched,2670174.75,131686.68,302019.36,3103880.79,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3302793.22,0,3302793.22,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,489627.1397589723,672370.5472112292,TRUE,295,120,38,295,0,1161997.6869702016,4464790.906970202,198912.43000000017,6.408507396316601,,1360910.116970202,43.84543766483384,,6.408507396316601,43.84543766483384,Increase,Increase,10521.62979661017,11195.909220338985,3938.97521006848,15134.884430407465,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,324,Maclary (R. Elisabeth) Elementary School,Matched,2037703,102982.01,194595.37,2335280.38,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,2468455.95,0,2468455.95,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,363778.20569792145,507229.7573030772,TRUE,231,74,50,231,0,871007.9630009986,3339463.913000999,133175.5700000003,5.7027657638266245,,1004183.5330009991,43.000555376609604,,5.7027657638266245,43.000555376609604,Increase,Increase,10109.438874458874,10685.956493506494,3770.5972424285656,14456.55373593506,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,312,Marshall (Thurgood) Elementary School,Matched,4204685.7,305537.32,579505.47,5089728.49,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5175486.69,0,5175486.69,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,542324.2140765473,888318.8836698113,TRUE,543,110,75,543,0,1430643.0977463587,6606129.787746359,85758.20000000019,1.684926812274817,,1516401.2977463584,29.79336325553897,,1.684926812274817,29.79336325553897,Increase,Increase,9373.34896869245,9531.283038674033,2634.701837470274,12165.984876144306,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,353,Maurice Pritchett SR. Academy,Matched,4701807.05,315035.03,587335.23,5604177.31,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5868086.13,0,5868086.13,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1387607.0781536645,1585963.095202221,TRUE,558,390,36,558,0,2973570.173355886,8841656.303355886,263908.8200000003,4.709144721903889,,3237478.993355886,57.769032174963186,,4.709144721903889,57.769032174963186,Increase,Increase,10043.328512544802,10516.283387096773,5328.978805297286,15845.26219239406,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,326,McVey (Joseph M.) Elementary School,Matched,3303713.35,147239.75,391173.91,3842127.01,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3979067.5,0,3979067.5,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,460975.58196506527,732594.7293098985,TRUE,324,117,30,324,0,1193570.3112749637,5172637.811274963,136940.49000000022,3.5641843604748566,,1330510.8012749637,34.62953717594473,,3.5641843604748566,34.62953717594473,Increase,Increase,11858.416697530864,12281.072530864198,3683.8589854165543,15964.93151628075,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,394,Newark High School,Matched,8672306.55,772804.95,592136,10037247.5,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,10690941.42,0,10690941.42,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1464745.887598799,2281476.7726123175,TRUE,993,333,151,0,254,3746222.6602111165,14437164.080211116,653693.9199999999,6.512681091105903,,4399916.580211116,43.83588807799266,,6.512681091105903,43.83588807799266,Increase,Increase,10108.00352467271,10766.305558912387,3772.6310777554045,14538.936636667791,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,327,Oberle (William) Elementary School,Matched,3957567.35,214452.09,475735.36,4647754.81,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4804492.29,0,4804492.29,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,936809.3615760633,1112659.2476636115,TRUE,486,134,210,486,0,2049468.6092396749,6853960.899239675,156737.48000000045,3.372326777281103,,2206206.0892396756,47.46821162968525,,3.372326777281103,47.46821162968525,Increase,Increase,9563.281502057613,9885.786604938272,4217.01359925859,14102.800204196863,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,358,Pulaski Early Education Center,Matched,820202.15,35767.26,29753.1,885722.51,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,1170597.56,0,1170597.56,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,160344.71626235818,228162.31451856066,TRUE,77,41,10,57,0,388507.03078091884,1559104.590780919,284875.05000000005,32.163013447631585,,673382.080780919,76.02630317941438,,32.163013447631585,76.02630317941438,Increase,Increase,11502.88974025974,15202.565714285714,5045.545854297648,20248.111568583365,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,512,REACH/CBIP,Matched,8195377.75,209221.26,568229.49,8972828.5,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,10141185.25,0,10141185.25,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,190853.54876200686,1288420.1809448209,TRUE,212,55,3,96,4,1479273.7297068278,11620458.979706828,1168356.75,13.02105294891126,,2647630.4797068276,29.507200318236634,,13.02105294891126,29.507200318236634,Increase,Increase,42324.66273584906,47835.77948113208,6977.706272202018,54813.48575333409,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,33,Christina School District,District,TRUE,376,Shue-Medill Middle School,Matched,6240897.6,380571.87,810012.98,7431482.46,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,7766096.68,0,7766096.68,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1002953.1047632075,1602665.8321763864,TRUE,701,245,79,701,0,2605618.936939594,10371715.616939593,334614.21999999974,4.502657737551866,,2940233.156939593,39.56455758007122,,4.502657737551866,39.56455758007122,Increase,Increase,10601.25885877318,11078.597261055635,3717.002763109264,14795.600024164898,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
