Model,CalculationLevel,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,IsSchool,IsSchoolCalculationUnit,CalculationUnitType,CalculationUnitName,CalculationUnitSequence,SchoolCalculationUnitCount,OperationalEnrollmentBasis,CharterBuildingPolicy,FundingSection,Component,RateComponent,QuantityType,SourceField,Rule,RawInputValue,AppliedFactor,FundingQuantity,CalculationStatus,CalculationComplete,ProvidedFundingRate,RateBasis,RateSourceCell,RecalculatedFundingRate,SelectedFundingRate,SelectedMethod,FundingRate,RateMethod,RateAvailable,FundingAmount,FundingComplete
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,66,Hodgson (Paul M.) Vocational Technical High School,TRUE,TRUE,School-code record,Hodgson (Paul M.) Vocational Technical High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",91.07190476190476,0.2,18.214380952380953,Calculated from school calculation-unit Base Division I positions,TRUE,96155,Per position,Calculator!E16,,,,96155,provided,TRUE,1751403.8004761906,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,66,Hodgson (Paul M.) Vocational Technical High School,TRUE,TRUE,School-code record,Hodgson (Paul M.) Vocational Technical High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per school code,TRUE,153065,Per position,Calculator!E13,,,,153065,provided,TRUE,153065,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,66,Hodgson (Paul M.) Vocational Technical High School,TRUE,TRUE,School-code record,Hodgson (Paul M.) Vocational Technical High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",-19.11,1,-19.11,Provided by shared unit-count input,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,-1837522.05,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,66,Hodgson (Paul M.) Vocational Technical High School,TRUE,TRUE,School-code record,Hodgson (Paul M.) Vocational Technical High School,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",38.22,1,38.22,Provided by shared unit-count input,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,3675044.1,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,66,Hodgson (Paul M.) Vocational Technical High School,TRUE,FALSE,Official school/program record,Hodgson (Paul M.) Vocational Technical High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,117,0.48,56.16,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E28,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,182506.08688269154,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,66,Hodgson (Paul M.) Vocational Technical High School,TRUE,FALSE,Official school/program record,Hodgson (Paul M.) Vocational Technical High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,13,1.54,20.02,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E30,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,65060.04023132986,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,66,Hodgson (Paul M.) Vocational Technical High School,TRUE,FALSE,Official school/program record,Hodgson (Paul M.) Vocational Technical High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,1151,0.2,230.2,Calculated using total enrollment,TRUE,3244.992535780311,Per weighted student,Calculator!E25,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,748092.9700925142,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,66,Hodgson (Paul M.) Vocational Technical High School,TRUE,FALSE,Official school/program record,Hodgson (Paul M.) Vocational Technical High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Intensive Special Education,Operational Funding - Intensive Special Education,Weighted student,EnrollmentIntense,Intensive enrollment multiplied by 0.67.,17,0.67,11.39,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E29,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,37014.67823350885,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,66,Hodgson (Paul M.) Vocational Technical High School,TRUE,FALSE,Official school/program record,Hodgson (Paul M.) Vocational Technical High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Low Income,Operational Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,302,0.675,203.85,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E26,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,662461.9980597699,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,66,Hodgson (Paul M.) Vocational Technical High School,TRUE,FALSE,Official school/program record,Hodgson (Paul M.) Vocational Technical High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Multilingual Learner,Operational Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,59,0.47,27.729999999999997,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E27,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,90115.63015058826,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,66,Hodgson (Paul M.) Vocational Technical High School,TRUE,FALSE,Official school/program record,Hodgson (Paul M.) Vocational Technical High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Vocational,Operational Funding - Vocational,Weighted student,VocationalEnrollment,Calculator vocational enrollment multiplied by 0.20.,1151,0.2,230.2,Calculator school row,TRUE,3244.992535780311,Per weighted student,Calculator!E31,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,748092.9700925142,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,66,Hodgson (Paul M.) Vocational Technical High School,TRUE,FALSE,Official school/program record,Hodgson (Paul M.) Vocational Technical High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Low Income,Opportunity Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,302,0.675,203.85,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E20,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,1008743.7482040962,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,66,Hodgson (Paul M.) Vocational Technical High School,TRUE,FALSE,Official school/program record,Hodgson (Paul M.) Vocational Technical High School,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Multilingual Learner,Opportunity Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,59,0.47,27.729999999999997,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E21,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,137220.8199053205,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,TRUE,School-code record,Howard High School of Technology,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,85.99608791208792,,8,Calculated using threshold formula,TRUE,74017,Per position,Calculator!E15,,,,74017,provided,TRUE,592136,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,TRUE,School-code record,Howard High School of Technology,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",92.99608791208792,,3,Calculated using threshold formula,TRUE,134266,Per position,Calculator!E14,,,,134266,provided,TRUE,402798,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,TRUE,School-code record,Howard High School of Technology,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,812,0.05,40.6,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E7,,,,96155,provided,TRUE,3903893,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,TRUE,School-code record,Howard High School of Technology,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,6,0.3846153846153846,2.3076923076923075,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E10,,,,96155,provided,TRUE,221896.15384615381,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,TRUE,School-code record,Howard High School of Technology,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,24,0.16666666666666666,4,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E9,,,,96155,provided,TRUE,384620,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,TRUE,School-code record,Howard High School of Technology,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,0,0.0617283950617284,0,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E6,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,TRUE,School-code record,Howard High School of Technology,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,71,0.11904761904761904,8.452380952380953,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E8,,,,96155,provided,TRUE,812738.6904761905,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,TRUE,School-code record,Howard High School of Technology,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",70.83007326007326,0.2,14.166014652014653,Calculated from school calculation-unit Base Division I positions,TRUE,96155,Per position,Calculator!E16,,,,96155,provided,TRUE,1362133.138864469,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,TRUE,School-code record,Howard High School of Technology,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,1,1,1,One principal per school code,TRUE,153065,Per position,Calculator!E13,,,,153065,provided,TRUE,153065,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,TRUE,School-code record,Howard High School of Technology,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",-15.48,1,-15.48,Provided by shared unit-count input,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,-1488479.4000000001,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,TRUE,School-code record,Howard High School of Technology,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",30.95,1,30.95,Provided by shared unit-count input,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,2975997.25,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,FALSE,Official school/program record,Howard High School of Technology,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,71,0.48,34.08,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E28,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,110751.55699718889,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,FALSE,Official school/program record,Howard High School of Technology,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Complex Special Education,Operational Funding - Complex Special Education,Weighted student,EnrollmentComplex,Complex enrollment multiplied by 1.54.,6,1.54,9.24,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E30,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,30027.710875998397,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,FALSE,Official school/program record,Howard High School of Technology,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Enrollment,Operational Funding - Enrollment,Weighted student,OperationalEnrollmentCount,The selected operational enrollment count multiplied by 0.20.,913,0.2,182.6,Calculated using total enrollment,TRUE,3244.992535780311,Per weighted student,Calculator!E25,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,593404.7625494921,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,FALSE,Official school/program record,Howard High School of Technology,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Intensive Special Education,Operational Funding - Intensive Special Education,Weighted student,EnrollmentIntense,Intensive enrollment multiplied by 0.67.,24,0.67,16.080000000000002,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E29,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,52256.01632965956,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,FALSE,Official school/program record,Howard High School of Technology,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Low Income,Operational Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,367,0.675,247.725,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E26,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,805044.8784368726,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,FALSE,Official school/program record,Howard High School of Technology,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Multilingual Learner,Operational Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,118,0.47,55.459999999999994,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E27,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,180231.26030117652,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,FALSE,Official school/program record,Howard High School of Technology,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Vocational,Operational Funding - Vocational,Weighted student,VocationalEnrollment,Calculator vocational enrollment multiplied by 0.20.,913,0.2,182.6,Calculator school row,TRUE,3244.992535780311,Per weighted student,Calculator!E31,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,593404.7625494921,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,FALSE,Official school/program record,Howard High School of Technology,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Low Income,Opportunity Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,367,0.675,247.725,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E20,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,1225857.4688440508,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,26,Howard High School of Technology,TRUE,FALSE,Official school/program record,Howard High School of Technology,,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Multilingual Learner,Opportunity Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,118,0.47,55.459999999999994,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E21,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,274441.639810641,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,,NCC Exceptional VocEd,FALSE,FALSE,Vocational/program adjustment,NCC Exceptional VocEd,1,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,1.5119999999999998,,0,Not a school calculation unit,TRUE,74017,Per position,Calculator!E15,,,,74017,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,,NCC Exceptional VocEd,FALSE,FALSE,Vocational/program adjustment,NCC Exceptional VocEd,1,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",1.5119999999999998,,0,Not a school calculation unit,TRUE,134266,Per position,Calculator!E14,,,,134266,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,,NCC Exceptional VocEd,FALSE,FALSE,Vocational/program adjustment,NCC Exceptional VocEd,1,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,0,0.05,0,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E7,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,,NCC Exceptional VocEd,FALSE,FALSE,Vocational/program adjustment,NCC Exceptional VocEd,1,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,0,0.3846153846153846,0,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E10,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,,NCC Exceptional VocEd,FALSE,FALSE,Vocational/program adjustment,NCC Exceptional VocEd,1,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,0,0.16666666666666666,0,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E9,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,,NCC Exceptional VocEd,FALSE,FALSE,Vocational/program adjustment,NCC Exceptional VocEd,1,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,0,0.0617283950617284,0,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E6,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,,NCC Exceptional VocEd,FALSE,FALSE,Vocational/program adjustment,NCC Exceptional VocEd,1,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,0,0.11904761904761904,0,Calculated from shared school-code input,TRUE,96155,Per position,Calculator!E8,,,,96155,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,,NCC Exceptional VocEd,FALSE,FALSE,Vocational/program adjustment,NCC Exceptional VocEd,1,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Instructional Supports,Instructional Supports,Position,BaseDivisionIPositions,"Twenty percent of all Base Division I positions, including vocational/program adjustment rows.",1.2599999999999998,0.2,0.25199999999999995,Calculated from non-school vocational/program Base Division I positions,TRUE,96155,Per position,Calculator!E16,,,,96155,provided,TRUE,24231.059999999994,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,,NCC Exceptional VocEd,FALSE,FALSE,Vocational/program adjustment,NCC Exceptional VocEd,1,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Principal,Principal,Position,School calculation unit,One per district school code or charter calculator building.,0,1,0,Not a school calculation unit,TRUE,153065,Per position,Calculator!E13,,,,153065,provided,TRUE,0,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,,NCC Exceptional VocEd,FALSE,FALSE,Vocational/program adjustment,NCC Exceptional VocEd,1,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Deduct,Vocational Division I / Vocational Deduct,Position,UnitsVocationalDeduct,"Use the shared vocational deduction, allocated across charter buildings when needed.",-1.27,1,-1.27,Provided by shared unit-count input,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,-122116.85,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,,NCC Exceptional VocEd,FALSE,FALSE,Vocational/program adjustment,NCC Exceptional VocEd,1,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Vocational Division I,Vocational Division I / Vocational Deduct,Position,UnitsVocational,"Use the shared vocational positions, allocated across charter buildings when needed.",2.53,1,2.53,Provided by shared unit-count input,TRUE,96155,Per position,Calculator!E11; Calculator!E12,,,,96155,provided,TRUE,243272.15,TRUE
Proposed model,School,2026,2025-09-30,38,New Castle County Vocational-Technical School District,District,TRUE,,NCC Exceptional VocEd,FALSE,FALSE,Official school/program record,NCC Exceptional VocEd,,0,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Basic Special Education,Operational Funding - Basic Special Education,Weighted student,EnrollmentPreK + EnrollmentBasicK12,Basic Pre-K special education plus Basic K-12 enrollment multiplied by 0.48.,0,0.48,0,Calculated from official shared school/charter total,TRUE,3244.992535780311,Per weighted student,Calculator!E28,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,0,TRUE
